D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2590373,00
D;7;T;1;S;0;L0,0;AN;1;O;0;KZ;102;RM;204;Rychlost;0,00;Cas;2964105,00
